Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 2,Bsmt Unf SF,2nd Flr SF,Low Qual Fin SF,Full Bath,Half Bath,Bedroom AbvGr,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,anomaly,SalePrice,Neighborhood,Exterior 1st,Exterior 2nd,BsmtFin Type 1,Heating QC
12285,7,6,128.0,0.0,785.0,0,0,1,1,3,2,0,0,203,0,0,0,0,8,2009,1,176000,NAmes,Plywood,Plywood,BLQ,Gd
9240,6,8,0.0,0.0,280.0,0,0,2,0,3,0,156,0,0,0,0,0,0,6,2009,1,149500,NAmes,MetalSd,MetalSd,ALQ,TA
9600,6,6,183.0,620.0,0.0,0,0,2,0,3,1,289,0,0,0,0,0,0,4,2009,1,139000,NAmes,Wd Sdng,Wd Sdng,Rec,Gd
12400,6,7,176.0,0.0,630.0,0,0,1,0,3,0,0,0,0,0,234,0,0,6,2009,1,155000,NAmes,Wd Sdng,Wd Sdng,Rec,TA
8750,5,5,0.0,202.0,565.0,0,0,1,0,3,0,0,35,120,0,0,0,0,11,2009,1,120000,NAmes,BrkFace,BrkFace,Rec,TA
8750,5,5,0.0,483.0,727.0,0,0,1,0,3,0,280,0,0,0,0,0,0,7,2009,1,153000,NAmes,AsbShng,AsbShng,Rec,Gd
10400,4,5,0.0,750.0,295.0,0,0,1,0,3,2,0,189,140,0,0,0,0,11,2009,1,144000,NAmes,Plywood,Plywood,Rec,TA
19296,6,5,399.0,690.0,0.0,0,0,1,0,3,1,0,0,252,0,0,0,0,5,2009,-1,176000,NAmes,Wd Sdng,Wd Sdng,Rec,TA
8532,5,6,650.0,0.0,84.0,0,0,1,0,3,1,0,0,0,0,0,0,0,10,2009,1,153000,NAmes,Wd Sdng,Wd Sdng,Rec,Gd
9482,5,4,657.0,0.0,1866.0,0,0,2,0,4,0,0,0,0,0,0,0,0,12,2009,1,135000,NAmes,Wd Sdng,Wd Sdng,Unf,Ex
8128,6,7,80.0,0.0,572.0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,2009,1,131000,NAmes,MetalSd,MetalSd,ALQ,Gd
10634,5,6,0.0,180.0,0.0,0,0,1,0,3,0,66,0,0,0,0,0,0,11,2009,1,123000,NAmes,MetalSd,MetalSd,BLQ,TA
13070,5,5,0.0,0.0,323.0,0,0,1,0,2,0,0,0,0,0,255,0,0,10,2009,1,126000,NAmes,MetalSd,MetalSd,Rec,TA
10434,4,5,0.0,0.0,1005.0,0,0,1,0,2,1,0,0,0,0,0,0,0,11,2009,1,115000,NAmes,Plywood,Plywood,Unf,TA
14559,5,7,70.0,180.0,178.0,0,0,1,0,2,2,324,42,0,0,168,0,2000,6,2009,-1,164900,NAmes,Wd Sdng,Wd Sdng,BLQ,Ex
8480,5,6,0.0,0.0,93.0,0,0,1,0,2,0,0,0,0,0,0,0,0,8,2009,1,113000,NAmes,MetalSd,MetalSd,BLQ,TA
7626,5,8,0.0,0.0,100.0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,2009,1,145500,NAmes,Wd Sdng,Wd Sdng,GLQ,Gd
9533,5,5,140.0,0.0,0.0,0,0,1,1,2,0,208,0,100,0,0,0,0,8,2009,1,102900,NAmes,Wd Sdng,Wd Sdng,nan,TA
10615,3,5,0.0,0.0,538.0,685,0,2,0,3,0,0,74,0,0,0,0,0,8,2009,1,95000,OldTown,HdBoard,HdBoard,BLQ,TA
11419,7,7,0.0,0.0,0.0,726,0,1,1,3,1,0,0,134,0,0,0,0,12,2009,1,152500,NAmes,WdShing,Wd Shng,ALQ,Ex
9600,5,6,0.0,0.0,810.0,0,0,1,0,3,0,126,0,0,0,0,0,0,8,2009,1,129900,NAmes,Wd Sdng,Wd Sdng,BLQ,TA
8000,6,6,0.0,0.0,292.0,0,0,1,0,2,1,0,0,0,0,0,0,0,5,2009,1,132000,NAmes,VinylSd,VinylSd,ALQ,Ex
5470,3,5,0.0,0.0,792.0,0,0,1,0,2,0,0,90,0,0,0,0,0,8,2009,1,99900,OldTown,MetalSd,MetalSd,Unf,Gd
10410,5,7,0.0,0.0,660.0,704,144,2,1,3,0,0,0,0,140,0,0,0,8,2009,1,135000,OldTown,HdBoard,HdBoard,Unf,Ex
10800,5,7,0.0,0.0,676.0,676,0,2,0,4,0,187,0,128,0,0,0,0,8,2009,1,149000,OldTown,VinylSd,VinylSd,Unf,Ex
8146,4,8,0.0,0.0,405.0,322,0,1,0,2,0,0,0,168,0,111,0,0,5,2009,1,114000,OldTown,MetalSd,MetalSd,Unf,Gd
9022,5,8,0.0,0.0,768.0,0,0,1,0,2,0,316,0,120,0,0,0,0,5,2009,1,109500,OldTown,VinylSd,VinylSd,Unf,Ex
10230,5,7,0.0,0.0,1054.0,0,0,1,0,3,0,0,0,0,0,112,0,0,12,2009,1,125000,OldTown,MetalSd,MetalSd,Unf,Ex
10410,4,5,0.0,0.0,1313.0,0,1064,2,0,3,1,0,0,432,0,0,0,0,6,2009,-1,142900,OldTown,MetalSd,MetalSd,Unf,TA
7200,7,9,0.0,0.0,560.0,760,0,2,0,4,0,0,0,112,0,0,0,0,8,2009,1,156500,OldTown,VinylSd,VinylSd,Unf,Ex
5400,2,5,0.0,0.0,416.0,0,0,1,0,2,0,0,81,0,0,0,0,0,6,2009,1,59000,OldTown,Stucco,Stucco,Unf,Gd
5400,4,6,0.0,105.0,420.0,534,0,1,0,2,0,0,0,198,0,0,0,0,10,2009,1,105000,OldTown,CBlock,CBlock,ALQ,Ex
10800,5,7,0.0,0.0,720.0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,2009,1,106000,OldTown,Wd Sdng,Wd Sdng,Unf,TA
10800,3,5,0.0,0.0,630.0,0,0,1,1,1,0,0,30,0,0,0,0,0,11,2009,1,78500,OldTown,VinylSd,VinylSd,Unf,TA
9671,6,5,480.0,0.0,1248.0,1296,0,2,2,6,0,0,0,0,0,0,0,0,8,2009,1,190000,NAmes,MetalSd,MetalSd,Unf,TA
10143,6,7,295.0,0.0,996.0,0,0,1,1,3,0,0,0,0,0,216,0,0,6,2009,1,154000,NAmes,HdBoard,HdBoard,Rec,Fa
11500,6,4,0.0,60.0,108.0,0,0,1,0,3,1,0,0,156,0,0,0,0,5,2009,1,163000,NAmes,HdBoard,HdBoard,BLQ,Gd
11643,5,5,368.0,0.0,748.0,1296,0,2,2,6,0,0,0,0,0,0,0,0,8,2009,1,200000,NAmes,MetalSd,MetalSd,LwQ,TA
8010,6,9,0.0,0.0,206.0,0,0,1,0,2,0,0,0,42,0,0,0,450,9,2009,1,143500,NAmes,Wd Sdng,Wd Sdng,GLQ,Gd
10454,6,6,143.0,0.0,559.0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,2009,1,135000,NAmes,Plywood,Plywood,Rec,Gd
8712,5,7,0.0,0.0,132.0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,2009,1,153000,NAmes,MetalSd,MetalSd,BLQ,TA
17600,6,5,30.0,0.0,208.0,0,0,2,0,3,2,0,40,0,0,0,0,0,12,2009,1,157500,NAmes,Wd Sdng,Wd Sdng,BLQ,Ex
9000,6,6,82.0,0.0,160.0,0,0,1,0,2,1,0,28,64,0,0,0,0,4,2009,1,113500,NAmes,Wd Sdng,Wd Sdng,Unf,Fa
12144,5,7,0.0,0.0,457.0,0,232,1,0,3,1,0,28,0,0,0,0,0,9,2009,1,133000,NAmes,HdBoard,HdBoard,Rec,Gd
8544,3,4,0.0,0.0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,2009,1,92900,NAmes,BrkFace,BrkFace,nan,Fa
8064,6,5,0.0,0.0,174.0,368,0,1,0,3,0,0,0,0,0,231,0,0,12,2009,1,128500,NAmes,Wd Sdng,Wd Sdng,Rec,Gd
7200,4,5,0.0,0.0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,2009,1,90000,NAmes,BrkFace,Stone,nan,Fa
7200,5,4,0.0,352.0,676.0,768,0,1,1,3,0,0,0,168,0,0,0,0,5,2009,1,138000,NAmes,VinylSd,Wd Sdng,Rec,Gd
7350,5,6,0.0,0.0,1041.0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,2009,1,128000,NAmes,BrkFace,BrkFace,Unf,Gd
7560,5,6,0.0,0.0,525.0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,2009,1,139000,NAmes,BrkFace,Plywood,LwQ,TA
7200,5,7,0.0,102.0,0.0,0,0,1,0,2,0,0,68,0,0,0,0,0,9,2009,1,118900,NAmes,MetalSd,MetalSd,ALQ,TA
8000,5,5,0.0,95.0,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,7,2009,1,138000,NAmes,BrkFace,Plywood,GLQ,TA
7931,5,5,0.0,0.0,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,7,2009,1,132500,NAmes,BrkFace,Plywood,BLQ,TA
10800,4,7,0.0,0.0,832.0,629,0,2,0,4,0,0,204,0,0,0,0,0,8,2009,1,133500,NAmes,MetalSd,MetalSd,Unf,TA
8064,6,7,0.0,0.0,744.0,0,431,1,0,3,0,180,36,0,0,0,0,0,8,2009,1,135000,NAmes,MetalSd,MetalSd,LwQ,TA
7570,6,5,420.0,0.0,780.0,813,0,1,1,4,0,0,55,0,0,0,0,0,3,2009,1,144750,NAmes,HdBoard,HdBoard,Unf,TA
8604,5,7,124.0,0.0,0.0,0,0,1,0,2,0,0,40,0,0,0,0,0,11,2009,1,145000,NAmes,Plywood,Plywood,GLQ,Gd
7936,6,6,0.0,0.0,219.0,0,0,1,0,3,1,0,0,0,0,0,0,0,4,2009,1,127000,NAmes,HdBoard,HdBoard,BLQ,TA
6600,5,5,0.0,0.0,894.0,0,0,1,0,2,0,0,0,0,0,0,0,0,8,2009,1,109500,NAmes,MetalSd,MetalSd,Unf,Gd
3950,6,8,0.0,0.0,350.0,406,0,1,0,3,0,0,0,116,0,0,0,0,12,2009,1,115000,OldTown,MetalSd,MetalSd,Rec,TA
10440,5,6,0.0,0.0,440.0,548,0,1,1,2,0,74,0,128,0,0,0,0,5,2009,1,110000,OldTown,Wd Sdng,Wd Sdng,Unf,Gd
4080,6,8,0.0,0.0,901.0,517,0,1,0,3,0,54,0,40,0,0,0,0,6,2009,1,128900,OldTown,Wd Sdng,Wd Sdng,Unf,Gd
10307,6,5,0.0,0.0,339.0,972,0,2,0,4,0,0,28,169,0,0,0,0,6,2009,1,103500,OldTown,Wd Sdng,Wd Sdng,LwQ,Gd
5720,5,6,0.0,0.0,676.0,455,0,1,1,3,0,26,0,0,0,0,0,0,8,2009,1,66500,OldTown,Wd Sdng,Wd Sdng,Unf,Ex
15660,5,8,0.0,0.0,240.0,496,0,1,1,3,0,0,0,0,0,0,0,0,7,2009,1,130000,OldTown,VinylSd,VinylSd,Unf,TA
9900,5,8,0.0,0.0,504.0,700,0,2,0,3,0,0,0,176,0,0,0,0,3,2009,1,129000,OldTown,VinylSd,VinylSd,Unf,Ex
6406,5,6,0.0,0.0,269.0,690,0,1,1,3,1,0,36,0,0,182,0,0,10,2009,1,150000,OldTown,Wd Sdng,Wd Sdng,ALQ,TA
6600,5,4,0.0,0.0,994.0,994,0,2,0,4,0,0,287,0,0,0,0,0,12,2009,1,107500,OldTown,Wd Sdng,Wd Sdng,Unf,TA
7627,4,6,0.0,0.0,600.0,600,0,2,0,4,0,0,0,148,0,0,0,0,10,2009,1,94550,OldTown,AsbShng,AsbShng,Unf,Gd
7596,5,5,360.0,0.0,960.0,1000,0,2,0,4,0,0,0,0,0,0,0,0,7,2009,1,124500,OldTown,Wd Sdng,Wd Sdng,Unf,Gd
3378,7,8,0.0,0.0,651.0,682,0,1,1,3,2,0,0,126,0,0,0,0,9,2009,1,135000,OldTown,HdBoard,HdBoard,Unf,Gd
10134,5,5,0.0,0.0,801.0,646,0,1,0,3,0,80,0,244,0,0,0,0,7,2009,1,103000,OldTown,MetalSd,MetalSd,Unf,Gd
6000,4,4,0.0,0.0,936.0,0,0,1,0,2,0,0,32,112,0,0,0,0,2,2009,1,93000,OldTown,MetalSd,MetalSd,Unf,TA
6000,5,7,0.0,0.0,384.0,560,0,1,1,3,0,0,12,0,0,0,0,0,3,2009,1,129500,OldTown,Wd Sdng,Wd Sdng,BLQ,TA
6000,5,4,0.0,0.0,811.0,576,0,2,0,3,0,0,0,0,0,0,0,0,11,2009,1,93000,OldTown,Wd Sdng,Wd Sdng,Unf,TA
7404,4,6,0.0,0.0,861.0,0,0,1,0,2,0,0,0,128,0,0,0,0,11,2009,1,80000,OldTown,MetalSd,MetalSd,Unf,TA
5925,2,4,0.0,0.0,0.0,0,0,1,0,1,0,0,0,25,0,0,0,0,10,2009,1,45000,OldTown,MetalSd,MetalSd,nan,Fa
5925,3,6,0.0,0.0,600.0,368,0,1,0,2,0,0,0,0,0,0,0,0,5,2009,1,37900,OldTown,VinylSd,VinylSd,Unf,Fa
5784,5,8,0.0,0.0,190.0,0,0,1,0,2,0,144,20,80,0,0,0,0,12,2009,1,91300,OldTown,MetalSd,MetalSd,Unf,Gd
8520,5,8,0.0,0.0,624.0,0,0,1,0,2,0,0,0,81,0,0,0,0,2,2009,1,99500,OldTown,Stucco,Stucco,Unf,TA
4456,4,5,0.0,0.0,736.0,716,0,2,0,2,0,0,0,102,0,0,0,0,6,2009,1,113000,OldTown,MetalSd,MetalSd,Unf,Gd
9600,4,4,0.0,0.0,677.0,677,0,2,0,3,0,0,0,160,0,0,0,0,6,2009,1,87500,OldTown,VinylSd,VinylSd,Unf,TA
3500,5,7,0.0,0.0,408.0,564,0,1,1,2,0,0,35,0,0,0,0,0,4,2009,1,110000,OldTown,AsbShng,AsbShng,LwQ,TA
8100,5,5,0.0,0.0,849.0,1063,0,2,0,2,0,40,156,0,0,0,0,0,11,2009,1,106000,OldTown,AsbShng,AsbShng,Unf,TA
11700,7,7,0.0,0.0,1240.0,1320,0,1,1,4,1,181,0,386,0,0,0,0,5,2009,-1,265979,OldTown,Stucco,Stucco,Unf,TA
8400,6,7,0.0,0.0,917.0,917,0,2,0,3,0,0,235,0,0,0,0,0,6,2009,1,160000,OldTown,Stucco,BrkFace,Unf,Gd
3600,6,7,0.0,0.0,624.0,624,0,1,0,3,1,0,103,0,0,0,0,0,5,2009,1,119000,OldTown,Stucco,Stucco,Unf,Ex
17671,8,9,0.0,0.0,700.0,826,0,1,1,4,1,0,169,0,0,0,0,0,11,2009,1,168000,OldTown,Wd Sdng,Wd Sdng,BLQ,Gd
3300,4,3,0.0,0.0,624.0,0,0,1,0,2,1,0,33,0,0,0,0,0,6,2009,1,58500,OldTown,Stucco,Stucco,Unf,Ex
9000,7,9,0.0,0.0,26.0,650,0,1,0,3,0,0,0,0,0,0,0,0,7,2009,1,143000,OldTown,VinylSd,VinylSd,ALQ,Ex
7200,5,4,0.0,465.0,310.0,0,0,1,0,2,0,0,30,226,0,0,0,0,6,2009,1,85000,OldTown,MetalSd,Stucco,ALQ,TA
8820,5,6,0.0,0.0,0.0,561,120,1,0,2,0,48,0,244,0,0,0,0,9,2009,1,124900,OldTown,VinylSd,VinylSd,LwQ,TA
5400,6,6,0.0,0.0,972.0,0,436,1,0,3,0,0,0,176,0,0,0,0,9,2009,1,119000,OldTown,MetalSd,MetalSd,Unf,Ex
9720,6,7,0.0,0.0,741.0,741,0,1,0,4,0,0,0,238,0,0,0,0,9,2009,1,146500,OldTown,MetalSd,MetalSd,Unf,Ex
7879,4,5,0.0,0.0,225.0,0,0,1,0,2,0,0,523,115,0,0,0,0,11,2009,1,34900,IDOTRR,Wd Sdng,Wd Sdng,Rec,TA
9392,3,3,0.0,0.0,245.0,0,0,1,0,2,0,0,36,94,0,0,0,0,9,2009,1,44000,IDOTRR,AsbShng,AsbShng,Unf,TA
21384,5,6,0.0,0.0,15.0,504,0,1,1,3,1,0,312,0,0,0,0,0,5,2009,1,223500,BrkSide,Wd Sdng,Wd Sdng,GLQ,Ex
6615,6,6,0.0,0.0,1022.0,0,0,1,0,3,1,266,61,0,0,0,0,0,9,2009,1,149000,BrkSide,MetalSd,MetalSd,Unf,TA
7264,7,7,0.0,0.0,952.0,596,0,2,1,3,0,74,0,0,0,144,0,0,10,2009,1,205000,BrkSide,Wd Sdng,Wd Sdng,Unf,Gd
4960,5,7,0.0,0.0,297.0,653,0,2,0,3,1,244,60,0,0,0,0,0,5,2009,1,137000,BrkSide,WdShing,Wd Shng,Unf,Ex
8854,6,6,0.0,0.0,952.0,0,0,1,0,2,1,0,98,0,0,40,0,0,5,2009,1,121000,BrkSide,Wd Sdng,Wd Sdng,Unf,Fa
6000,4,6,0.0,0.0,0.0,567,0,1,0,3,0,0,0,0,0,0,0,0,7,2009,1,128000,BrkSide,MetalSd,MetalSd,BLQ,TA
6000,6,9,0.0,0.0,698.0,390,0,1,0,2,0,210,0,0,0,0,0,0,7,2009,1,134900,BrkSide,MetalSd,MetalSd,Unf,TA
6000,5,8,0.0,0.0,884.0,464,0,1,0,3,1,0,0,208,0,0,0,0,5,2009,1,117000,BrkSide,Wd Sdng,Wd Sdng,Unf,Ex
6000,6,6,0.0,0.0,780.0,587,0,1,0,4,1,45,0,0,0,0,0,0,5,2009,1,132500,BrkSide,MetalSd,MetalSd,Unf,Ex
6000,5,5,444.0,0.0,248.0,320,0,1,0,3,0,0,0,98,0,0,0,0,6,2009,1,93000,BrkSide,Stucco,Stucco,Rec,Gd
6000,6,7,0.0,0.0,884.0,0,0,1,0,2,0,0,0,105,0,0,0,0,1,2009,1,119000,BrkSide,Wd Sdng,Wd Sdng,Unf,Gd
6911,5,5,0.0,0.0,740.0,0,0,1,0,2,0,0,0,0,0,0,0,0,10,2009,1,100000,BrkSide,Wd Sdng,Wd Sdng,LwQ,TA
6120,5,6,0.0,0.0,927.0,472,0,1,1,3,0,112,0,0,0,0,0,0,4,2009,1,141500,BrkSide,Wd Sdng,Wd Sdng,Unf,TA
6120,4,7,0.0,0.0,884.0,584,0,1,0,3,0,0,0,54,0,120,0,0,7,2009,1,133000,BrkSide,AsbShng,AsbShng,Unf,Ex
6120,2,3,0.0,0.0,264.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2009,1,60000,BrkSide,AsbShng,AsbShng,Unf,Fa
6120,5,7,0.0,0.0,506.0,0,0,1,0,2,0,48,0,0,0,0,0,0,11,2009,1,105000,BrkSide,Wd Sdng,Wd Sdng,BLQ,TA
6120,5,6,0.0,0.0,960.0,0,0,1,0,2,0,0,15,51,0,0,0,0,3,2009,1,115000,BrkSide,MetalSd,MetalSd,Unf,Gd
6120,5,6,0.0,0.0,679.0,588,0,2,0,3,1,189,0,34,150,0,0,0,2,2009,1,150000,BrkSide,Wd Sdng,Wd Sdng,LwQ,TA
8635,5,5,0.0,0.0,938.0,0,0,1,0,2,0,0,0,105,0,0,0,0,8,2009,1,126500,BrkSide,Wd Sdng,Wd Sdng,LwQ,TA
11888,6,6,0.0,0.0,844.0,689,0,2,0,5,0,0,60,268,0,0,0,0,7,2009,1,214500,BrkSide,Wd Sdng,Wd Shng,Unf,Gd
11414,7,8,0.0,0.0,728.0,883,0,1,0,3,0,509,135,0,0,0,0,0,10,2009,1,167500,BrkSide,HdBoard,HdBoard,Unf,TA
8094,6,6,0.0,0.0,1048.0,720,0,2,0,3,0,0,0,150,0,0,0,0,6,2009,1,155000,OldTown,MetalSd,MetalSd,Unf,Gd
2500,7,8,0.0,0.0,611.0,910,0,1,1,4,1,0,0,0,0,0,0,0,6,2009,1,155000,OldTown,Stucco,Stucco,ALQ,Ex
9928,7,8,0.0,0.0,672.0,672,0,2,0,3,0,24,28,0,0,0,0,400,6,2009,1,179900,OldTown,Wd Sdng,Wd Sdng,Unf,Fa
5520,6,6,0.0,0.0,755.0,929,371,1,0,5,0,0,198,30,0,0,0,0,7,2009,-1,104000,OldTown,Wd Sdng,Wd Sdng,Unf,Ex
3000,5,1,0.0,0.0,1040.0,1040,0,2,0,4,0,0,56,0,0,0,0,0,9,2009,1,62500,OldTown,MetalSd,MetalSd,Unf,TA
6876,6,5,0.0,0.0,198.0,784,0,2,0,4,0,0,0,213,0,0,0,0,8,2009,1,149000,IDOTRR,Plywood,Plywood,BLQ,Fa
6240,4,5,0.0,0.0,628.0,0,360,1,0,2,0,0,23,112,0,0,0,0,1,2009,1,103000,IDOTRR,MetalSd,MetalSd,BLQ,TA
5775,6,7,0.0,0.0,483.0,686,0,1,0,3,0,0,24,112,0,0,0,0,2,2009,1,123000,OldTown,Wd Sdng,Wd Sdng,Unf,Ex
5852,7,5,188.0,0.0,851.0,886,0,2,1,6,0,0,188,102,0,0,0,0,5,2009,1,97500,OldTown,MetalSd,MetalSd,Rec,TA
5160,6,6,0.0,0.0,1204.0,462,0,1,0,3,0,0,0,148,0,0,0,0,8,2009,1,135000,IDOTRR,MetalSd,MetalSd,Unf,TA
5160,4,6,0.0,63.0,46.0,0,0,1,0,1,0,0,0,105,0,160,0,0,7,2009,1,70000,IDOTRR,MetalSd,MetalSd,BLQ,TA
10320,6,7,0.0,262.0,160.0,649,0,1,1,3,0,0,0,288,0,0,0,0,2,2009,1,116000,IDOTRR,MetalSd,MetalSd,Rec,Ex
4280,4,9,0.0,0.0,560.0,0,0,1,0,2,0,0,0,24,0,0,0,0,9,2009,1,88750,Sawyer,MetalSd,MetalSd,Unf,Ex
10800,5,5,0.0,0.0,0.0,0,0,3,0,3,0,120,0,0,0,0,0,0,3,2009,1,179000,Edwards,Plywood,Plywood,GLQ,TA
10800,5,5,0.0,0.0,0.0,0,0,3,0,3,0,120,0,0,0,0,0,0,3,2009,1,179000,Edwards,Plywood,Plywood,GLQ,TA
10547,5,5,0.0,0.0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,7,2009,1,159900,Edwards,Plywood,Plywood,GLQ,TA
10020,1,1,0.0,0.0,333.0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2009,-1,61000,Edwards,Wd Sdng,Wd Sdng,BLQ,Gd
6629,6,6,0.0,0.0,121.0,672,0,2,0,3,0,147,0,0,0,0,0,0,7,2009,1,103600,Edwards,Wd Sdng,Wd Sdng,BLQ,TA
9780,5,3,0.0,0.0,585.0,425,0,2,0,4,0,0,0,0,0,0,0,0,3,2009,1,63000,Edwards,MetalSd,MetalSd,Unf,TA
12886,5,6,0.0,0.0,76.0,0,0,2,0,3,1,302,0,0,0,100,0,0,10,2009,1,175000,Sawyer,HdBoard,HdBoard,ALQ,Ex
8816,5,6,0.0,0.0,470.0,0,0,1,0,3,0,0,80,0,0,0,0,0,6,2009,1,139000,Sawyer,VinylSd,VinylSd,Rec,TA
11184,6,5,92.0,500.0,192.0,765,0,2,1,3,1,243,0,0,0,0,0,0,7,2009,1,172500,Sawyer,HdBoard,HdBoard,LwQ,Gd
11625,5,6,172.0,0.0,525.0,0,0,1,1,3,1,0,215,0,0,0,0,0,4,2009,1,113500,Sawyer,HdBoard,HdBoard,BLQ,TA
7800,5,7,89.0,0.0,414.0,0,0,1,0,3,0,64,0,0,0,0,0,0,6,2009,1,130000,Sawyer,HdBoard,HdBoard,ALQ,Ex
8014,6,5,23.0,0.0,0.0,0,0,1,0,3,1,0,0,0,0,0,0,0,6,2009,1,149900,Sawyer,Plywood,HdBoard,GLQ,TA
7252,5,5,0.0,0.0,173.0,0,0,1,0,2,0,120,0,0,0,0,0,0,4,2009,1,134900,Sawyer,Wd Sdng,Wd Sdng,GLQ,TA
8740,5,6,0.0,0.0,168.0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,2009,1,137000,Sawyer,HdBoard,HdBoard,ALQ,TA
11616,5,5,116.0,670.0,252.0,0,0,1,0,3,1,0,20,144,0,0,0,0,9,2009,1,139000,Sawyer,Wd Sdng,Wd Sdng,LwQ,TA
15400,5,5,0.0,0.0,552.0,611,259,2,0,4,1,290,40,0,0,0,0,0,7,2009,1,165000,Sawyer,HdBoard,HdBoard,Unf,TA
15312,6,5,54.0,0.0,550.0,0,0,1,0,3,1,0,0,0,0,140,0,0,3,2009,1,148000,Sawyer,Wd Sdng,Wd Sdng,BLQ,Ex
15584,5,5,366.0,0.0,825.0,0,0,1,1,4,1,131,28,0,0,0,0,0,10,2009,1,165000,ClearCr,Wd Sdng,Wd Sdng,Unf,Ex
9000,2,2,0.0,0.0,0.0,0,0,1,0,2,0,0,0,100,0,0,0,0,6,2009,1,63900,Sawyer,Wd Sdng,Wd Sdng,nan,Fa
11250,4,5,0.0,0.0,1104.0,684,0,1,0,5,2,120,0,0,0,0,0,0,11,2009,1,161500,ClearCr,Wd Sdng,Wd Sdng,Unf,Ex
25095,5,8,0.0,0.0,113.0,0,0,1,0,1,2,0,48,0,0,60,0,0,6,2009,1,143000,ClearCr,Wd Sdng,Wd Sdng,GLQ,Ex
17140,4,6,0.0,0.0,75.0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,2009,1,135000,Edwards,VinylSd,VinylSd,ALQ,Ex
12342,4,5,0.0,0.0,599.0,0,0,1,0,1,0,158,0,0,0,0,0,0,3,2009,1,82500,Edwards,VinylSd,VinylSd,BLQ,Ex
10708,5,5,0.0,768.0,470.0,0,0,1,0,2,3,476,0,0,0,142,0,0,11,2009,-1,190000,ClearCr,Wd Sdng,Wd Sdng,LwQ,Ex
13680,3,5,0.0,0.0,0.0,0,0,2,0,4,1,0,0,0,0,0,0,0,6,2009,1,139600,Edwards,BrkFace,Wd Sdng,nan,Ex
15635,4,5,0.0,0.0,0.0,0,0,1,0,2,0,0,0,90,0,110,0,0,10,2009,1,122000,Edwards,VinylSd,VinylSd,nan,TA
9855,6,5,0.0,0.0,1436.0,0,0,1,0,3,1,0,0,0,0,0,0,0,11,2009,1,127500,Edwards,Wd Sdng,Wd Sdng,Unf,Fa
9571,5,5,0.0,0.0,816.0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2009,1,121500,Edwards,MetalSd,MetalSd,Rec,TA
9571,5,3,0.0,0.0,1276.0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,2009,1,60000,Edwards,BrkComm,Brk Cmn,Unf,TA
9350,6,7,0.0,0.0,405.0,747,0,1,1,3,1,0,50,0,0,0,0,0,7,2009,1,154400,Edwards,MetalSd,MetalSd,BLQ,Ex
9340,4,6,0.0,0.0,328.0,0,0,1,0,2,0,0,113,0,0,0,0,0,8,2009,1,113000,Edwards,MetalSd,MetalSd,Rec,TA
7440,5,6,0.0,0.0,916.0,0,0,1,0,3,1,328,0,0,0,0,0,0,9,2009,1,125000,Edwards,Wd Sdng,Wd Sdng,BLQ,TA
11500,4,3,0.0,0.0,0.0,0,0,1,0,3,0,186,0,0,0,0,0,0,1,2009,1,84000,Edwards,Wd Sdng,Wd Sdng,nan,Ex
4235,5,5,149.0,393.0,104.0,0,0,2,0,2,0,0,105,0,0,0,0,0,2,2009,1,139500,Edwards,HdBoard,HdBoard,GLQ,TA
11409,5,4,0.0,0.0,476.0,568,0,1,1,3,1,0,0,0,0,160,0,0,1,2009,1,131000,Edwards,Wd Sdng,Wd Sdng,LwQ,Gd
9060,6,5,0.0,0.0,356.0,560,0,1,0,2,0,0,0,0,0,0,0,0,10,2009,1,105000,Edwards,WdShing,Wd Shng,Rec,TA
9084,4,5,0.0,0.0,755.0,755,0,1,0,4,1,120,0,0,0,0,0,0,10,2009,1,108000,Edwards,MetalSd,MetalSd,Unf,TA
10778,7,6,0.0,286.0,308.0,0,0,1,1,1,0,114,36,0,0,0,0,0,7,2009,1,162000,SawyerW,HdBoard,HdBoard,GLQ,Gd
19255,6,5,100.0,450.0,0.0,0,0,1,1,2,1,0,0,0,0,0,0,600,9,2009,1,156500,SawyerW,Wd Sdng,Wd Sdng,Rec,Gd
