Lot Area,Overall Qual,Mas Vnr Area,Bsmt Unf SF,2nd Flr SF,Full Bath,Fireplaces,Wood Deck SF,Open Porch SF,Mo Sold,SalePrice,anomaly
14836,10,730.0,346.0,0,2,1,226,235,2,552000,1
15262,8,470.0,643.0,0,2,1,208,55,7,382500,1
7390,9,308.0,1084.0,0,2,1,231,90,5,320000,1
6472,9,500.0,1451.0,0,2,1,192,42,4,248500,1
16770,8,270.0,516.0,0,2,1,218,183,9,286500,1
6240,8,176.0,461.0,0,2,1,192,38,12,254000,1
3480,7,163.0,1405.0,0,2,1,148,36,11,173000,1
2268,7,106.0,197.0,862,2,0,0,27,7,173000,1
10928,7,0.0,728.0,728,2,1,100,0,6,184000,1
8918,6,0.0,745.0,745,2,1,36,20,7,167800,1
12589,6,0.0,742.0,742,2,1,36,24,6,174000,1
11911,6,0.0,684.0,876,2,1,100,38,3,174000,1
3684,7,130.0,1373.0,0,2,1,143,20,6,174000,1
3635,7,130.0,398.0,0,2,1,143,20,5,175900,1
3182,7,16.0,1357.0,0,2,1,143,20,5,192500,1
3182,7,16.0,1330.0,0,2,1,156,0,5,181000,1
3182,7,16.0,1204.0,0,2,1,100,16,8,180000,1
3182,7,11.0,1129.0,0,2,1,100,16,9,160200,1
7795,7,0.0,291.0,716,2,1,100,51,7,188500,1
8068,6,0.0,1010.0,1257,2,1,120,46,12,200000,1
9434,7,0.0,384.0,630,2,1,100,0,8,170000,1
7984,7,200.0,868.0,762,2,1,120,48,9,189500,1
7750,8,0.0,55.0,640,2,1,120,0,3,184100,1
10125,7,0.0,846.0,748,2,1,300,48,7,195500,1
8965,7,0.0,130.0,683,2,1,0,75,6,192000,1
8174,7,0.0,204.0,644,2,1,100,56,5,178000,1
5063,7,166.0,410.0,0,2,1,172,62,4,207500,1
8795,7,0.0,652.0,1276,2,1,224,54,4,236000,1
12891,8,0.0,219.0,1126,2,1,0,48,7,257500,1
12224,6,40.0,297.0,1032,2,1,24,48,7,244000,1
9734,7,0.0,30.0,630,2,0,0,0,5,167000,1
8123,6,16.0,982.0,793,2,1,100,63,6,179000,1
8433,6,0.0,111.0,695,2,1,0,72,6,190000,1
7750,7,0.0,384.0,656,2,1,0,0,3,156000,1
15896,7,210.0,264.0,1089,2,1,298,0,5,245000,1
24682,6,0.0,841.0,783,2,1,0,103,6,181000,1
8755,7,298.0,220.0,1038,2,1,0,0,6,214000,1
7848,7,0.0,384.0,656,2,1,0,0,6,168000,1
9430,8,673.0,89.0,1097,2,1,0,128,7,337000,1
15138,8,506.0,773.0,1304,2,1,0,146,7,403000,1
12720,8,150.0,282.0,1221,2,2,252,30,9,327000,1
16545,8,731.0,503.0,1140,2,1,0,126,5,340000,1
12203,8,975.0,371.0,1336,2,1,250,0,7,336000,1
10208,7,921.0,1264.0,1067,2,1,220,0,7,265000,1
10750,8,634.0,262.0,0,2,2,182,56,6,315000,1
9900,7,256.0,360.0,1274,2,1,340,60,4,260000,1
9085,7,286.0,254.0,967,2,1,296,102,11,260000,1
11692,8,372.0,549.0,1017,2,1,173,165,10,263550,1
46589,8,528.0,88.0,762,2,1,517,76,7,402000,-1
29959,7,0.0,378.0,871,2,1,168,98,1,248000,1
9612,8,72.0,1468.0,0,2,1,210,150,12,244600,1
11194,8,240.0,1696.0,0,2,0,120,56,9,275000,1
10206,8,294.0,1614.0,0,2,1,144,44,9,257500,1
9262,8,194.0,1573.0,0,2,1,0,36,5,287090,1
10130,8,260.0,408.0,0,2,1,0,69,3,275500,1
9139,8,206.0,1043.0,0,2,1,297,50,9,245000,1
9675,7,0.0,772.0,858,2,1,0,48,2,253000,1
11128,9,198.0,300.0,0,2,2,70,226,10,468000,1
8640,7,0.0,78.0,920,2,1,168,108,7,252678,1
9000,8,0.0,768.0,804,2,0,0,30,6,210000,1
7862,6,0.0,1191.0,0,2,0,0,102,9,208300,1
7993,7,0.0,1436.0,0,2,0,0,121,10,225000,1
8640,8,72.0,364.0,0,2,0,135,112,9,229456,1
8640,7,0.0,1402.0,0,2,0,205,126,5,229800,1
12606,9,120.0,1530.0,0,2,1,212,136,5,250000,1
9187,9,162.0,645.0,0,2,1,195,130,10,370878,1
7500,8,238.0,1348.0,0,2,1,0,140,6,238500,1
11003,10,160.0,252.0,981,2,1,168,52,4,310000,1
10603,8,121.0,218.0,886,2,1,168,45,7,270000,1
10574,8,0.0,1082.0,871,2,1,160,50,5,252000,1
8125,7,100.0,280.0,438,2,0,0,168,10,241000,1
8125,8,288.0,1836.0,0,2,1,0,175,10,264500,1
10625,7,0.0,222.0,0,2,1,168,120,3,291000,1
9375,7,0.0,912.0,1182,2,1,182,182,11,263000,1
7500,7,0.0,811.0,0,2,0,0,113,10,185000,1
8736,7,0.0,422.0,0,2,0,192,88,8,234500,1
8127,7,0.0,402.0,841,2,0,0,45,3,209000,1
9605,7,0.0,1218.0,0,1,0,0,178,4,159000,1
7500,7,0.0,1087.0,0,1,0,182,0,6,152000,1
7500,6,0.0,1158.0,0,1,0,0,50,8,143500,1
10628,7,0.0,835.0,941,2,0,146,91,1,193000,1
10141,8,264.0,222.0,0,2,0,210,36,1,203000,1
10083,7,557.5,343.0,0,2,0,0,41,8,184900,1
13072,7,0.0,1114.0,0,1,0,248,102,5,159000,1
13072,5,0.0,1114.0,0,1,0,0,39,8,142000,1
12450,5,0.0,278.0,0,2,0,0,42,6,153000,1
7328,7,140.0,1450.0,0,2,0,0,93,2,224243,1
11492,7,132.0,276.0,1209,2,1,0,74,4,220000,1
10994,8,366.0,868.0,0,2,1,165,44,9,257000,1
8529,7,0.0,1434.0,0,2,1,290,39,4,189000,1
7703,6,0.0,400.0,897,2,0,0,91,11,171500,1
10762,6,0.0,626.0,591,1,1,0,28,4,120000,1
7175,6,0.0,1332.0,0,2,0,0,60,2,145000,1
9109,7,0.0,122.0,786,2,0,140,32,10,184000,1
10274,6,141.0,345.0,702,2,0,0,48,7,162000,1
8250,6,0.0,0.0,918,2,2,0,0,5,160000,1
8400,4,0.0,721.0,0,1,0,250,0,9,82000,1
9000,6,0.0,784.0,0,1,0,0,0,10,76000,1
9750,5,0.0,28.0,0,1,0,0,28,11,110000,1
7064,5,153.0,420.0,0,1,0,192,0,7,135000,1
8499,5,0.0,204.0,0,1,0,0,312,6,141000,1
9079,5,0.0,0.0,0,1,0,158,0,7,122000,1
9316,5,0.0,480.0,0,2,0,171,0,5,124100,1
7791,5,0.0,288.0,0,1,0,0,0,10,129000,1
10000,5,0.0,270.0,0,1,1,165,0,3,131400,1
8281,5,0.0,0.0,0,1,1,0,0,12,62383,1
7150,5,60.0,182.0,0,1,0,0,0,10,123000,1
15676,8,115.0,189.0,0,2,2,462,0,4,275000,-1
11949,7,196.0,158.0,780,2,1,502,60,7,235000,1
2880,7,0.0,1376.0,1629,2,1,0,177,7,280750,1
3951,6,76.0,612.0,612,2,0,0,234,6,164500,1
3000,6,76.0,318.0,612,2,0,0,234,6,173733,1
3830,6,280.0,1726.0,0,2,1,0,254,1,222000,1
4217,6,252.0,183.0,0,1,1,0,169,3,195000,1
3230,6,894.0,348.0,729,2,0,0,24,3,172500,1
2998,6,513.0,249.0,756,2,0,0,32,8,180000,1
3768,7,218.0,142.0,739,2,0,0,34,9,156000,1
2645,8,456.0,321.0,756,2,0,115,0,8,172500,1
14694,8,450.0,306.0,0,2,1,501,120,6,318750,-1
3782,8,0.0,266.0,0,1,2,133,78,9,211500,1
15417,7,0.0,1619.0,0,1,0,228,20,6,241600,1
9600,8,200.0,392.0,1012,2,1,0,64,1,180500,1
9991,4,0.0,165.0,0,2,1,120,78,6,150000,1
11700,6,0.0,429.0,727,1,0,0,0,5,154000,1
11717,6,571.0,1442.0,0,2,1,371,0,2,185000,1
9156,6,0.0,1489.0,0,2,1,0,0,8,185750,1
10382,7,240.0,216.0,983,2,2,235,204,11,200000,-1
12732,7,0.0,150.0,782,2,2,297,40,6,206000,1
12936,6,0.0,130.0,660,1,1,294,116,12,162000,1
10400,6,256.0,932.0,1369,2,1,0,120,5,256900,1
17871,6,359.0,1152.0,0,1,1,0,0,6,197900,1
9600,5,128.0,588.0,0,2,1,312,11,8,163000,1
9000,6,200.0,261.0,0,1,0,0,0,8,113000,1
13774,7,283.0,476.0,972,1,2,321,72,11,230000,-1
9650,6,360.0,664.0,0,2,1,0,16,4,167900,1
10140,7,0.0,379.0,0,2,1,78,73,6,213250,1
8400,8,0.0,167.0,855,2,0,0,45,11,227000,1
7130,5,0.0,216.0,0,1,0,0,0,6,130000,1
9600,5,0.0,1568.0,0,1,0,160,40,3,143000,1
9100,5,0.0,121.0,0,1,0,0,0,7,117500,1
9600,7,252.0,467.0,896,2,1,0,77,5,168500,1
16500,6,509.0,270.0,0,2,1,0,20,5,172500,1
9790,6,0.0,491.0,0,2,1,0,0,9,161500,1
7436,4,0.0,160.0,0,1,1,0,0,8,141500,1
8125,5,0.0,461.0,0,1,0,0,0,9,118000,1
9100,6,0.0,252.0,0,1,0,0,0,10,127500,1
9450,4,160.0,265.0,0,1,1,0,0,5,140000,1
13495,5,70.0,222.0,0,2,1,0,99,7,177625,1
11475,5,95.0,1584.0,0,2,0,0,25,7,110000,1
10004,6,180.0,975.0,0,1,0,0,0,2,167000,1
9350,5,217.0,491.0,0,1,1,172,28,2,153000,1
10500,5,144.0,294.0,0,1,2,0,32,7,145100,1
11000,5,200.0,184.0,0,1,1,0,58,11,154000,1
8970,5,0.0,356.0,1315,2,1,0,40,6,177500,1
12095,6,115.0,563.0,0,1,1,180,0,8,158000,1
9600,5,132.0,50.0,0,1,0,224,88,7,124500,1
11475,6,90.0,640.0,0,1,1,85,0,9,174500,1
9768,5,0.0,613.0,0,1,0,0,70,2,122000,1
5330,4,0.0,140.0,0,1,0,164,0,12,82500,1
7015,5,161.0,524.0,224,1,1,0,0,7,110000,1
12160,6,90.0,481.0,0,1,1,0,0,2,149500,1
9900,6,0.0,507.0,0,1,0,0,67,4,175000,1
9600,6,238.0,131.0,0,1,2,110,0,10,167000,1
9600,5,0.0,546.0,0,1,0,0,0,6,128900,1
9600,6,0.0,736.0,556,1,0,0,0,9,140000,1
9600,5,0.0,506.0,0,1,1,0,80,7,147000,1
8944,5,0.0,1584.0,0,2,0,0,152,4,124000,1
10573,6,3.0,141.0,0,2,1,0,49,4,187500,1
9500,6,247.0,785.0,0,1,2,0,76,7,159000,1
14695,6,210.0,175.0,0,2,2,0,110,7,256000,-1
13600,7,176.0,314.0,800,2,3,0,42,10,205000,1
13000,6,576.0,448.0,960,2,1,0,72,6,193500,1
13560,6,216.0,1392.0,0,1,2,0,0,7,110000,1
12513,4,0.0,715.0,457,2,1,55,0,6,104900,1
8760,5,164.0,313.0,0,1,0,257,0,6,150000,1
8400,6,0.0,628.0,0,1,2,114,0,6,156500,-1
12285,7,128.0,785.0,0,1,2,0,0,8,176000,1
9240,6,0.0,280.0,0,2,0,156,0,6,149500,1
9600,6,183.0,0.0,0,2,1,289,0,4,139000,1
12400,6,176.0,630.0,0,1,0,0,0,6,155000,1
8750,5,0.0,565.0,0,1,0,0,35,11,120000,1
8750,5,0.0,727.0,0,1,0,280,0,7,153000,1
10400,4,0.0,295.0,0,1,2,0,189,11,144000,1
19296,6,399.0,0.0,0,1,1,0,0,5,176000,-1
8532,5,650.0,84.0,0,1,1,0,0,10,153000,1
9482,5,657.0,1866.0,0,2,0,0,0,12,135000,1
8128,6,80.0,572.0,0,1,0,0,0,2,131000,1
10634,5,0.0,0.0,0,1,0,66,0,11,123000,1
13070,5,0.0,323.0,0,1,0,0,0,10,126000,1
10434,4,0.0,1005.0,0,1,1,0,0,11,115000,1
14559,5,70.0,178.0,0,1,2,324,42,6,164900,-1
8480,5,0.0,93.0,0,1,0,0,0,8,113000,1
7626,5,0.0,100.0,0,1,0,0,0,3,145500,1
9533,5,140.0,0.0,0,1,0,208,0,8,102900,1
10615,3,0.0,538.0,685,2,0,0,74,8,95000,1
11419,7,0.0,0.0,726,1,1,0,0,12,152500,1
9600,5,0.0,810.0,0,1,0,126,0,8,129900,1
8000,6,0.0,292.0,0,1,1,0,0,5,132000,1
5470,3,0.0,792.0,0,1,0,0,90,8,99900,1
10410,5,0.0,660.0,704,2,0,0,0,8,135000,1
10800,5,0.0,676.0,676,2,0,187,0,8,149000,1
8146,4,0.0,405.0,322,1,0,0,0,5,114000,1
9022,5,0.0,768.0,0,1,0,316,0,5,109500,1
10230,5,0.0,1054.0,0,1,0,0,0,12,125000,1
10410,4,0.0,1313.0,0,2,1,0,0,6,142900,-1
7200,7,0.0,560.0,760,2,0,0,0,8,156500,1
5400,2,0.0,416.0,0,1,0,0,81,6,59000,1
5400,4,0.0,420.0,534,1,0,0,0,10,105000,1
10800,5,0.0,720.0,0,1,0,0,0,6,106000,1
10800,3,0.0,630.0,0,1,0,0,30,11,78500,1
9671,6,480.0,1248.0,1296,2,0,0,0,8,190000,1
10143,6,295.0,996.0,0,1,0,0,0,6,154000,1
11500,6,0.0,108.0,0,1,1,0,0,5,163000,1
11643,5,368.0,748.0,1296,2,0,0,0,8,200000,1
8010,6,0.0,206.0,0,1,0,0,0,9,143500,1
10454,6,143.0,559.0,0,1,0,0,0,4,135000,1
8712,5,0.0,132.0,0,1,0,0,0,5,153000,1
17600,6,30.0,208.0,0,2,2,0,40,12,157500,1
9000,6,82.0,160.0,0,1,1,0,28,4,113500,1
12144,5,0.0,457.0,0,1,1,0,28,9,133000,1
8544,3,0.0,0.0,0,2,0,0,0,6,92900,1
8064,6,0.0,174.0,368,1,0,0,0,12,128500,1
7200,4,0.0,0.0,0,2,0,0,0,6,90000,1
7200,5,0.0,676.0,768,1,0,0,0,5,138000,1
7350,5,0.0,1041.0,0,1,0,0,0,3,128000,1
7560,5,0.0,525.0,0,1,0,0,0,5,139000,1
7200,5,0.0,0.0,0,1,0,0,68,9,118900,1
8000,5,0.0,0.0,0,1,0,0,0,7,138000,1
7931,5,0.0,0.0,0,1,0,0,0,7,132500,1
10800,4,0.0,832.0,629,2,0,0,204,8,133500,1
8064,6,0.0,744.0,0,1,0,180,36,8,135000,1
7570,6,420.0,780.0,813,1,0,0,55,3,144750,1
8604,5,124.0,0.0,0,1,0,0,40,11,145000,1
7936,6,0.0,219.0,0,1,1,0,0,4,127000,1
6600,5,0.0,894.0,0,1,0,0,0,8,109500,1
3950,6,0.0,350.0,406,1,0,0,0,12,115000,1
10440,5,0.0,440.0,548,1,0,74,0,5,110000,1
4080,6,0.0,901.0,517,1,0,54,0,6,128900,1
10307,6,0.0,339.0,972,2,0,0,28,6,103500,1
5720,5,0.0,676.0,455,1,0,26,0,8,66500,1
15660,5,0.0,240.0,496,1,0,0,0,7,130000,1
9900,5,0.0,504.0,700,2,0,0,0,3,129000,1
6406,5,0.0,269.0,690,1,1,0,36,10,150000,1
6600,5,0.0,994.0,994,2,0,0,287,12,107500,1
7627,4,0.0,600.0,600,2,0,0,0,10,94550,1
7596,5,360.0,960.0,1000,2,0,0,0,7,124500,1
3378,7,0.0,651.0,682,1,2,0,0,9,135000,1
10134,5,0.0,801.0,646,1,0,80,0,7,103000,1
6000,4,0.0,936.0,0,1,0,0,32,2,93000,1
6000,5,0.0,384.0,560,1,0,0,12,3,129500,1
6000,5,0.0,811.0,576,2,0,0,0,11,93000,1
7404,4,0.0,861.0,0,1,0,0,0,11,80000,1
5925,2,0.0,0.0,0,1,0,0,0,10,45000,1
5925,3,0.0,600.0,368,1,0,0,0,5,37900,1
5784,5,0.0,190.0,0,1,0,144,20,12,91300,1
8520,5,0.0,624.0,0,1,0,0,0,2,99500,1
4456,4,0.0,736.0,716,2,0,0,0,6,113000,1
9600,4,0.0,677.0,677,2,0,0,0,6,87500,1
3500,5,0.0,408.0,564,1,0,0,35,4,110000,1
8100,5,0.0,849.0,1063,2,0,40,156,11,106000,1
11700,7,0.0,1240.0,1320,1,1,181,0,5,265979,-1
8400,6,0.0,917.0,917,2,0,0,235,6,160000,1
3600,6,0.0,624.0,624,1,1,0,103,5,119000,1
17671,8,0.0,700.0,826,1,1,0,169,11,168000,1
3300,4,0.0,624.0,0,1,1,0,33,6,58500,1
9000,7,0.0,26.0,650,1,0,0,0,7,143000,1
7200,5,0.0,310.0,0,1,0,0,30,6,85000,1
8820,5,0.0,0.0,561,1,0,48,0,9,124900,1
5400,6,0.0,972.0,0,1,0,0,0,9,119000,1
9720,6,0.0,741.0,741,1,0,0,0,9,146500,1
7879,4,0.0,225.0,0,1,0,0,523,11,34900,1
9392,3,0.0,245.0,0,1,0,0,36,9,44000,1
21384,5,0.0,15.0,504,1,1,0,312,5,223500,1
6615,6,0.0,1022.0,0,1,1,266,61,9,149000,1
7264,7,0.0,952.0,596,2,0,74,0,10,205000,1
4960,5,0.0,297.0,653,2,1,244,60,5,137000,1
8854,6,0.0,952.0,0,1,1,0,98,5,121000,1
6000,4,0.0,0.0,567,1,0,0,0,7,128000,1
6000,6,0.0,698.0,390,1,0,210,0,7,134900,1
6000,5,0.0,884.0,464,1,1,0,0,5,117000,1
6000,6,0.0,780.0,587,1,1,45,0,5,132500,1
6000,5,444.0,248.0,320,1,0,0,0,6,93000,1
6000,6,0.0,884.0,0,1,0,0,0,1,119000,1
6911,5,0.0,740.0,0,1,0,0,0,10,100000,1
6120,5,0.0,927.0,472,1,0,112,0,4,141500,1
6120,4,0.0,884.0,584,1,0,0,0,7,133000,1
6120,2,0.0,264.0,0,1,1,0,0,1,60000,1
6120,5,0.0,506.0,0,1,0,48,0,11,105000,1
6120,5,0.0,960.0,0,1,0,0,15,3,115000,1
6120,5,0.0,679.0,588,2,1,189,0,2,150000,1
8635,5,0.0,938.0,0,1,0,0,0,8,126500,1
11888,6,0.0,844.0,689,2,0,0,60,7,214500,1
11414,7,0.0,728.0,883,1,0,509,135,10,167500,1
8094,6,0.0,1048.0,720,2,0,0,0,6,155000,1
2500,7,0.0,611.0,910,1,1,0,0,6,155000,1
9928,7,0.0,672.0,672,2,0,24,28,6,179900,1
5520,6,0.0,755.0,929,1,0,0,198,7,104000,-1
3000,5,0.0,1040.0,1040,2,0,0,56,9,62500,1
6876,6,0.0,198.0,784,2,0,0,0,8,149000,1
6240,4,0.0,628.0,0,1,0,0,23,1,103000,1
5775,6,0.0,483.0,686,1,0,0,24,2,123000,1
5852,7,188.0,851.0,886,2,0,0,188,5,97500,1
5160,6,0.0,1204.0,462,1,0,0,0,8,135000,1
5160,4,0.0,46.0,0,1,0,0,0,7,70000,1
10320,6,0.0,160.0,649,1,0,0,0,2,116000,1
4280,4,0.0,560.0,0,1,0,0,0,9,88750,1
10800,5,0.0,0.0,0,3,0,120,0,3,179000,1
10800,5,0.0,0.0,0,3,0,120,0,3,179000,1
10547,5,0.0,0.0,0,2,0,0,0,7,159900,1
10020,1,0.0,333.0,0,0,0,0,0,3,61000,-1
6629,6,0.0,121.0,672,2,0,147,0,7,103600,1
9780,5,0.0,585.0,425,2,0,0,0,3,63000,1
12886,5,0.0,76.0,0,2,1,302,0,10,175000,1
8816,5,0.0,470.0,0,1,0,0,80,6,139000,1
11184,6,92.0,192.0,765,2,1,243,0,7,172500,1
11625,5,172.0,525.0,0,1,1,0,215,4,113500,1
7800,5,89.0,414.0,0,1,0,64,0,6,130000,1
8014,6,23.0,0.0,0,1,1,0,0,6,149900,1
7252,5,0.0,173.0,0,1,0,120,0,4,134900,1
8740,5,0.0,168.0,0,1,0,0,0,7,137000,1
11616,5,116.0,252.0,0,1,1,0,20,9,139000,1
15400,5,0.0,552.0,611,2,1,290,40,7,165000,1
15312,6,54.0,550.0,0,1,1,0,0,3,148000,1
15584,5,366.0,825.0,0,1,1,131,28,10,165000,1
9000,2,0.0,0.0,0,1,0,0,0,6,63900,1
11250,4,0.0,1104.0,684,1,2,120,0,11,161500,1
25095,5,0.0,113.0,0,1,2,0,48,6,143000,1
17140,4,0.0,75.0,0,1,0,0,0,4,135000,1
12342,4,0.0,599.0,0,1,0,158,0,3,82500,1
10708,5,0.0,470.0,0,1,3,476,0,11,190000,-1
13680,3,0.0,0.0,0,2,1,0,0,6,139600,1
15635,4,0.0,0.0,0,1,0,0,0,10,122000,1
9855,6,0.0,1436.0,0,1,1,0,0,11,127500,1
9571,5,0.0,816.0,0,1,0,0,0,2,121500,1
9571,5,0.0,1276.0,0,1,0,0,0,6,60000,1
9350,6,0.0,405.0,747,1,1,0,50,7,154400,1
9340,4,0.0,328.0,0,1,0,0,113,8,113000,1
7440,5,0.0,916.0,0,1,1,328,0,9,125000,1
11500,4,0.0,0.0,0,1,0,186,0,1,84000,1
4235,5,149.0,104.0,0,2,0,0,105,2,139500,1
11409,5,0.0,476.0,568,1,1,0,0,1,131000,1
9060,6,0.0,356.0,560,1,0,0,0,10,105000,1
9084,4,0.0,755.0,755,1,1,120,0,10,108000,1
10778,7,0.0,308.0,0,1,0,114,36,7,162000,1
19255,6,100.0,0.0,0,1,1,0,0,9,156500,1
12327,8,0.0,55.0,636,1,1,349,40,9,316600,1
14684,7,234.0,1496.0,0,2,1,84,70,6,271900,1
9317,7,137.0,227.0,769,2,1,234,72,7,213000,1
10560,7,0.0,605.0,800,2,1,400,100,8,239900,1
9828,8,0.0,544.0,878,2,1,0,155,6,239500,1
26400,5,0.0,0.0,728,1,1,0,0,6,131000,1
7018,5,0.0,0.0,0,2,0,0,0,6,118964,1
7018,5,275.0,0.0,0,0,2,120,0,6,153337,1
7018,5,0.0,0.0,1114,2,0,73,0,6,147983,1
7018,5,0.0,0.0,0,2,0,0,0,6,118858,1
7018,5,0.0,0.0,0,2,0,0,0,6,118858,1
7018,5,0.0,0.0,1120,2,0,154,0,6,142953,1
7040,5,216.0,0.0,0,0,2,120,0,6,148325,1
7007,5,0.0,0.0,0,2,0,0,0,6,113722,1
11855,7,23.0,348.0,1619,4,2,312,0,10,269500,-1
7939,7,23.0,348.0,1619,4,2,312,0,10,269500,-1
7976,7,23.0,348.0,1619,4,2,312,0,10,269500,-1
10933,9,242.0,534.0,0,1,1,185,24,7,323262,1
10637,8,336.0,417.0,0,2,1,208,44,9,297000,1
10226,8,270.0,1622.0,0,2,1,172,42,1,295493,1
10816,9,364.0,616.0,0,2,1,208,104,11,332000,1
9178,8,0.0,1468.0,0,2,1,192,142,6,239900,1
10769,8,0.0,846.0,902,2,0,144,105,4,212000,1
11422,8,352.0,479.0,0,2,2,154,222,4,272500,1
11923,9,0.0,1800.0,0,2,0,288,136,5,239000,1
8814,7,180.0,270.0,0,2,1,123,110,3,220000,1
6762,7,0.0,380.0,0,2,1,168,0,5,200000,1
10324,8,140.0,382.0,0,2,0,168,92,3,221800,1
7314,7,82.0,508.0,0,2,0,132,0,2,194500,1
11645,8,76.0,1474.0,0,2,1,144,98,3,237000,1
11646,6,0.0,704.0,718,2,1,36,28,7,173000,1
12800,7,145.0,0.0,0,2,1,80,0,8,275000,1
16698,7,0.0,649.0,815,2,1,150,193,6,233500,1
28698,5,0.0,0.0,966,2,0,486,0,6,185000,-1
12464,5,0.0,308.0,0,1,0,168,0,11,152000,1
9757,5,0.0,235.0,0,1,0,66,0,10,143000,1
15426,6,0.0,107.0,836,2,0,276,99,8,231500,1
10667,7,0.0,70.0,834,2,1,158,61,4,212000,1
14753,7,0.0,513.0,0,2,0,0,81,12,207000,1
10859,5,0.0,1097.0,0,1,0,392,64,6,145000,1
8072,5,0.0,244.0,0,1,0,0,64,5,138000,1
10400,7,0.0,866.0,913,2,0,198,36,3,197900,1
10335,7,183.0,811.0,0,2,0,144,29,6,204000,1
9017,7,0.0,871.0,0,2,0,0,35,9,192000,1
8750,6,120.0,322.0,844,2,1,150,96,4,200000,1
8935,7,95.0,831.0,829,2,0,144,68,7,195000,1
9808,7,110.0,785.0,0,2,0,0,72,3,227000,1
12420,7,0.0,278.0,896,2,0,0,45,6,230000,1
16285,7,0.0,1413.0,0,2,0,0,33,6,187100,1
10739,7,68.0,172.0,0,2,0,144,40,4,203000,1
11166,7,180.0,1468.0,0,2,1,0,114,7,201000,1
8430,5,136.0,424.0,0,2,0,0,0,8,124000,1
16269,5,76.0,282.0,0,1,0,72,0,7,140000,1
6950,5,40.0,132.0,0,1,0,0,0,10,134900,1
8800,5,0.0,364.0,0,2,0,0,0,9,150500,1
7000,5,90.0,218.0,0,1,0,0,0,7,136500,1
9286,5,0.0,1072.0,0,1,0,173,0,10,143500,1
15523,5,0.0,404.0,0,1,1,0,0,8,133500,1
7200,5,0.0,117.0,0,1,0,215,0,9,123000,1
7200,5,0.0,108.0,0,1,0,192,0,4,133900,1
8445,5,0.0,112.0,0,1,0,58,0,3,133000,1
11664,7,0.0,335.0,0,2,0,262,93,9,250000,1
12334,8,198.0,1068.0,1116,2,1,192,132,6,254750,1
11838,8,0.0,1753.0,0,2,1,202,151,6,236500,1
11885,8,108.0,309.0,573,2,1,160,122,11,261500,1
11050,9,204.0,536.0,677,2,2,253,142,5,313000,1
8749,7,0.0,840.0,885,2,0,0,48,11,198500,1
11250,7,0.0,944.0,926,2,0,256,43,5,211000,1
15750,8,260.0,216.0,0,2,1,135,34,6,220000,1
11883,7,196.0,814.0,0,2,1,115,66,6,203000,1
12782,8,164.0,462.0,0,2,1,194,144,6,279500,1
8750,7,209.0,306.0,0,2,1,60,0,8,210000,1
9375,7,573.0,318.0,977,2,0,576,36,2,219500,1
8750,7,0.0,880.0,807,2,1,0,120,7,191000,1
9100,7,0.0,1212.0,0,2,0,356,0,6,178000,1
9750,7,171.0,1630.0,0,2,1,74,234,10,213000,1
4435,6,170.0,163.0,0,1,0,140,0,6,144000,1
4435,6,170.0,163.0,0,1,0,140,0,5,140000,1
10200,8,180.0,100.0,0,2,1,0,48,1,293200,1
9313,7,0.0,864.0,864,2,0,187,56,4,190000,1
8487,7,210.0,1480.0,0,2,0,192,36,8,190000,1
8633,6,0.0,545.0,738,2,0,100,35,2,173500,1
11069,6,0.0,608.0,788,2,1,100,36,7,170000,1
8777,4,0.0,0.0,0,2,0,0,96,5,108000,1
9937,5,0.0,849.0,0,1,0,0,0,3,167000,1
8877,4,0.0,126.0,0,1,1,0,0,5,100000,1
7301,7,500.0,0.0,1427,3,1,0,0,7,198500,-1
7950,6,140.0,155.0,728,1,0,252,0,7,159500,1
10682,4,0.0,615.0,0,1,0,0,240,7,127000,1
7200,6,255.0,410.0,0,1,1,296,0,10,125000,1
13286,9,340.0,464.0,0,2,1,327,64,2,320000,1
3675,6,80.0,0.0,0,1,0,0,28,4,145500,1
9405,5,0.0,698.0,0,1,0,0,200,6,118000,1
6410,4,0.0,301.0,0,1,0,0,0,3,85000,1
11767,5,0.0,0.0,0,1,0,0,41,6,120000,1
8405,4,0.0,0.0,441,2,0,92,0,4,98000,1
4060,5,0.0,864.0,0,1,0,0,96,7,99900,1
10206,3,0.0,0.0,0,1,0,0,0,7,82000,1
10926,5,74.0,1678.0,0,2,0,0,0,8,119900,1
11767,5,259.0,604.0,0,1,1,0,0,5,103500,1
8926,4,0.0,672.0,0,1,0,64,0,10,112000,1
12354,6,0.0,684.0,512,1,0,0,46,8,110000,1
8212,5,0.0,94.0,444,1,2,84,0,9,122000,1
10998,5,0.0,156.0,620,2,0,0,68,7,117000,1
6300,5,88.0,0.0,436,1,2,0,0,7,160000,1
4500,5,0.0,611.0,672,1,0,0,0,7,159434,1
8400,2,0.0,0.0,0,1,0,0,0,1,60000,1
9900,6,0.0,778.0,545,2,1,335,0,7,139500,1
15863,7,0.0,301.0,998,2,2,136,63,8,197000,-1
5707,6,0.0,583.0,595,1,1,329,96,3,105000,1
7804,4,0.0,500.0,653,2,2,431,44,12,135000,1
8574,6,0.0,816.0,0,1,1,0,0,10,147500,1
6171,6,0.0,712.0,448,2,1,147,16,10,137450,1
7200,7,0.0,0.0,560,1,0,256,0,4,155000,1
